newLevel,algorithmLevel,checked,keyword_id,keyword_name,topic_name,subtopic_name,Identifiant
1,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,10229
2,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,12192
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,4396
4,5,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,21881
4,3,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,6385
5,4,1.0,157.0,Linear transformation,Linear Algebra,Linear Transformations,22244
2,3,1.0,139.0,Consistent system,Linear Algebra,,11927
2,4,1.0,249.0,Fundamental theorem of Calculus,Integration,Definite Integrals,10415
1,2,1.0,65.0,Cross product,Analytic Geometry,,8097
2,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,19841
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,11750
3,1,1.0,176.0,Optimal solution,Optimization,Nonlinear Optimization,21779
3,1,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,4912
2,2,1.0,268.0,Lagrange's interpolation,Numerical Methods,,18508
4,4,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,9849
1,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,10333
5,6,1.0,26.0,Conjugate number,Complex Numbers,,21525
2,1,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,14877
2,1,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,20638
3,1,1.0,167.0,Simplex method,Optimization,Linear Optimization,18916
1,5,1.0,24.0,Imaginary part,Complex Numbers,,11312
5,4,1.0,148.0,Span,Linear Algebra,Vector Spaces,22229
4,2,1.0,2.0,Exponential function,Fundamental Mathematics,,9627
3,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,6397
1,4,1.0,317.0,Rearranging equations,Fundamental Mathematics,,1397
4,2,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,9079
3,3,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,6266
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,5853
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,5571
3,2,1.0,268.0,Lagrange's interpolation,Numerical Methods,,18394
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,4269
4,3,1.0,127.0,Eigenvalues,Linear Algebra,Eigenvalues and Eigenvectors,22471
5,3,1.0,121.0,Inverse of a matrix ,Linear Algebra,Matrices and Determinants,11662
4,3,1.0,161.0,Injective linear transformation,Linear Algebra,Linear Transformations,7758
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,5431
4,1,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,7222
1,1,1.0,182.0,Limits,Real Functions of a Single Variable,Limits and Continuity,19707
4,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,3757
4,2,1.0,355.0,Simpson's rule,Numerical Methods,,17988
3,4,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,17007
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,5587
2,1,1.0,25.0,Modulus of a complex number,Complex Numbers,,10382
5,4,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,6775
3,2,1.0,223.0,Newton?s method,Numerical Methods,,13518
5,4,1.0,224.0,Nonlinear equation,Numerical Methods,,15234
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,3546
2,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16077
2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14503
5,4,1.0,20.0,Symmetry,Fundamental Mathematics,,1783
4,1,,99.0,Second order,Differentiation,Partial Differentiation,22981
4,3,1.0,13.0,Polyhedrons,Fundamental Mathematics,,1835
3,2,1.0,269.0,Polynomial interpolation,Numerical Methods,,18464
3,1,1.0,103.0,Direct inspection,Integration,Integration Techniques,8468
1,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",17723
5,1,1.0,64.0,Scalar product,Analytic Geometry,,9917
5,1,1.0,64.0,Scalar product,Analytic Geometry,,19958
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,6611
3,4,1.0,177.0,Minimum,Optimization,,17196
4,3,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,6953
3,2,1.0,62.0,Linear regression,Statistics,,10925
0,1,0.0,85.0,Product rule,Differentiation,Derivatives,1856
1,5,1.0,24.0,Imaginary part,Complex Numbers,,16670
5,2,1.0,167.0,Simplex method,Optimization,Linear Optimization,13765
2,3,1.0,65.0,Cross product,Analytic Geometry,,2772
4,1,1.0,43.0,Axioms of probability,Probability ,,727
1,4,1.0,305.0,Patterns,Discrete Mathematics,Recursivity,19799
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,6927
1,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,2728
4,3,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,6393
4,3,1.0,30.0,Complex plane ,Complex Numbers,,12001
3,1,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,9996
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,6810
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,6203
5,4,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5718
2,2,1.0,222.0,Bisection method,Numerical Methods,,15333
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,4231
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,3765
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5005
4,1,1.0,138.0,Solution of a linear system,Linear Algebra,Linear Systems,10275
2,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,817
3,3,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,2219
2,3,1.0,75.0,Simple graph,Graph Theory,,19797
2,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",15811
5,2,1.0,167.0,Simplex method,Optimization,,17194
3,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,7188
1,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,4457
3,3,1.0,14.0,Platonic solids,Fundamental Mathematics,,14475
4,3,1.0,36.0,Event,Probability ,,723
5,3,1.0,202.0,Linear differential equation,Differential Equations,,12678
5,4,1.0,43.0,Axioms of probability,Probability ,,14808
3,2,1.0,27.0,Polar representation,Complex Numbers,,9256
3,2,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1778
2,2,1.0,222.0,Bisection method,Numerical Methods,,15410
3,2,,99.0,Second order,Differentiation,Partial Differentiation,22954
3,5,1.0,265.0,First order,Differentiation,Partial Differentiation,3323
3,1,1.0,277.0,Cylindrical coordinates,Integration,,18357
1,1,1.0,225.0,One variable,Differentiation,Implicit Differentiation and Chain Rule,20505
1,1,1.0,222.0,Bisection method,Numerical Methods,,18458
3,4,1.0,25.0,Modulus of a complex number,Complex Numbers,,21588
3,1,,396.0,Constrained optimization,Optimization,Linear Optimization,22281
2,1,1.0,356.0,Trapezoidal rule,Numerical Methods,,18510
1,1,1.0,85.0,Product rule,Differentiation,Derivatives,11163
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,7130
2,1,1.0,356.0,Trapezoidal rule,Numerical Methods,,15571
1,2,1.0,177.0,Minimum,Optimization,,17528
2,1,1.0,222.0,Bisection method,Numerical Methods,,8419
4,1,1.0,66.0,Orthogonality,Analytic Geometry,,2369
3,3,1.0,140.0,Inconsistent system,Linear Algebra,Linear Systems,10518
1,1,1.0,85.0,Product rule,Differentiation,,5435
1,2,1.0,108.0,Cartesian coordinates,Integration,Double Integration,20571
5,3,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,8803
5,4,1.0,148.0,Span,Linear Algebra,Vector Spaces,7901
3,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,7029
4,5,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,17399
4,4,1.0,118.0,Rank,Linear Algebra,Matrices and Determinants,10500
1,2,1.0,64.0,Scalar product,Analytic Geometry,,19934
1,3,1.0,166.0,Linear programming,Optimization,,18953
4,3,1.0,353.0,Three points rule,Numerical Methods,,17873
4,1,1.0,176.0,Optimal solution,Optimization,Nonlinear Optimization,21836
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,7848
3,1,1.0,223.0,Newton?s method,Numerical Methods,,13185
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,11747
2,3,1.0,8.0,Square roots,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16141
2,4,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,16448
2,1,1.0,8.0,Square roots,Fundamental Mathematics,,16582
1,1,1.0,182.0,Limits,Real Functions of a Single Variable,Limits and Continuity,19706
1,4,1.0,4.0,Quadratic equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16523
5,4,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,7166
1,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,1320
4,2,1.0,202.0,Linear differential equation,Differential Equations,,14606
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,4654
2,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,7499
3,1,1.0,117.0,Matrix equation,Linear Algebra,Matrices and Determinants,20690
1,2,1.0,156.0,Linearity,Linear Algebra,,1444
3,4,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,10281
1,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,2736
4,6,1.0,5.0,Simplify expressions,Fundamental Mathematics,,13720
2,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,10607
3,4,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,2028
2,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,22468
2,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",11106
1,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,4414
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,4262
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,19382
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,5084
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,22535
4,1,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9386
4,1,1.0,99.0,Second order,Differentiation,Partial Differentiation,22750
2,2,1.0,45.0,Sample,Statistics,,11721
4,1,1.0,191.0,Domain,Real Functions of a Single Variable,"Domain, Image and Graphics",8719
1,1,1.0,341.0,Injectivity of a function,Real Functions of a Single Variable,"Domain, Image and Graphics",6536
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,3524
3,3,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,6375
4,3,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,7899
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,7134
3,4,1.0,86.0,Exponential rule,Differentiation,Derivatives,1959
1,1,,249.0,Fundamental theorem of Calculus,Integration,Definite Integrals,22721
2,1,1.0,249.0,Fundamental theorem of Calculus,Integration,Definite Integrals,12639
3,2,1.0,151.0,Basis,Linear Algebra,,2924
1,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,4039
4,1,1.0,138.0,Solution of a linear system,Linear Algebra,Linear Systems,2786
1,1,1.0,147.0,Linear combination,Linear Algebra,Vector Spaces,5250
2,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,4977
4,1,,72.0,Cartesian equations of a line,Analytic Geometry,,21723
5,4,1.0,306.0,Surface area,Fundamental Mathematics,,1834
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1300
1,1,1.0,85.0,Product rule,Differentiation,Derivatives,1934
1,2,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,21178
1,4,1.0,4.0,Quadratic equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",11202
4,1,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16018
2,1,1.0,268.0,Lagrange's interpolation,Numerical Methods,,18438
2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9600
4,1,1.0,138.0,Solution of a linear system,Linear Algebra,Linear Systems,10526
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,3540
2,5,1.0,35.0,Sample space,Probability ,,14694
2,1,,182.0,Limits,Real Functions of a Single Variable,Limits and Continuity,21950
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,12125
3,2,1.0,23.0,Real part,Complex Numbers,,21626
4,1,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,22455
4,2,1.0,353.0,Three points rule,Numerical Methods,,13177
5,3,1.0,64.0,Scalar product,Analytic Geometry,,1543
3,2,1.0,24.0,Imaginary part,Complex Numbers,,1129
3,1,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,12317
1,2,1.0,177.0,Minimum,Optimization,,17016
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,3691
5,4,1.0,127.0,Eigenvalues,Linear Algebra,Eigenvalues and Eigenvectors,8149
3,1,1.0,161.0,Injective linear transformation,Linear Algebra,Linear Transformations,5360
1,4,1.0,317.0,Rearranging equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14290
4,2,1.0,99.0,Second order,Differentiation,Partial Differentiation,3402
5,6,1.0,26.0,Conjugate number,Complex Numbers,,10095
3,2,1.0,269.0,Polynomial interpolation,Numerical Methods,,8633
