newLevel,algorithmLevel,checked,keyword_id,keyword_name,topic_name,subtopic_name,Identifiant
5,2,1.0,101.0,Substitution,Integration,Integration Techniques,9688
1,1,1.0,76.0,Incidence matrix ,Graph Theory,,19787
3,5,1.0,265.0,First order,Differentiation,Partial Differentiation,3392
2,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,7712
2,3,1.0,78.0,Path,Graph Theory,,15469
3,2,1.0,62.0,Linear regression,Statistics,,2124
4,3,1.0,352.0,Gauss-Seidel method,Numerical Methods,,8611
5,4,1.0,148.0,Span,Linear Algebra,Vector Spaces,6359
2,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,11108
2,5,1.0,139.0,Consistent system,Linear Algebra,,72
3,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9495
5,4,1.0,157.0,Linear transformation,Linear Algebra,Linear Transformations,7071
1,1,1.0,85.0,Product rule,Differentiation,Derivatives,1889
4,4,1.0,269.0,Polynomial interpolation,Numerical Methods,,18649
1,2,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,16843
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,3865
2,2,1.0,45.0,Sample,Statistics,,2155
1,3,1.0,231.0,Domain,Real Functions of Several Variables,,12279
4,4,1.0,275.0,Triple integration,Integration,,18354
1,1,1.0,222.0,Bisection method,Numerical Methods,,15282
2,1,1.0,85.0,Product rule,Differentiation,Derivatives,2025
5,5,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",20252
3,3,1.0,65.0,Cross product,Analytic Geometry,,12825
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5169
2,3,1.0,46.0,Population,Statistics,,2085
2,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",584
2,5,1.0,24.0,Imaginary part,Complex Numbers,,2356
5,4,1.0,15.0,Polygons,Fundamental Mathematics,,16528
5,2,1.0,167.0,Simplex method,Optimization,Linear Optimization,15195
2,2,1.0,15.0,Polygons,Fundamental Mathematics,,15881
2,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,5859
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,6295
3,4,,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,22077
1,2,1.0,118.0,Rank,Linear Algebra,Matrices and Determinants,19073
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",10157
1,2,1.0,65.0,Cross product,Analytic Geometry,,19395
5,3,1.0,64.0,Scalar product,Analytic Geometry,,19728
4,4,1.0,114.0,Matrix multiplication,Linear Algebra,,3094
1,1,1.0,249.0,Fundamental theorem of Calculus,Integration,Definite Integrals,12264
1,1,1.0,249.0,Fundamental theorem of Calculus,Integration,Definite Integrals,21911
2,1,1.0,182.0,Limits,Real Functions of a Single Variable,Limits and Continuity,16686
4,3,1.0,64.0,Scalar product,Analytic Geometry,,412
3,4,1.0,25.0,Modulus of a complex number,Complex Numbers,,13725
1,4,1.0,4.0,Quadratic equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",11182
4,3,1.0,153.0,Euclidean spaces,Linear Algebra,Vector Spaces,6346
3,5,1.0,265.0,First order,Differentiation,Partial Differentiation,22843
4,2,1.0,128.0,Eigenvectors,Linear Algebra,Eigenvalues and Eigenvectors,7997
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,4881
2,1,1.0,295.0,Definition,Integration,Surface Integrals,20709
5,3,1.0,115.0,Commuting matrices,Linear Algebra,Matrices and Determinants,21316
5,4,1.0,222.0,Bisection method,Numerical Methods,,15570
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,7395
3,1,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,1655
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,3716
3,2,1.0,73.0,Cartesian equations of a plane,Analytic Geometry,,23207
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,4570
3,4,1.0,26.0,Conjugate number,Complex Numbers,,800
4,3,1.0,127.0,Eigenvalues,Linear Algebra,Eigenvalues and Eigenvectors,22357
3,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16012
2,4,1.0,137.0,Square linear system,Linear Algebra,,1250
2,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,5987
2,2,1.0,66.0,Orthogonality,Analytic Geometry,,7935
3,1,1.0,166.0,Linear programming,Optimization,Linear Optimization,13757
5,6,1.0,26.0,Conjugate number,Complex Numbers,,21550
3,1,1.0,223.0,Newton?s method,Numerical Methods,,18609
4,6,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",20735
4,3,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,2996
3,1,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,3710
4,2,1.0,167.0,Simplex method,Optimization,Linear Optimization,12283
4,3,1.0,191.0,Domain,Real Functions of a Single Variable,"Domain, Image and Graphics",8725
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,5548
3,2,1.0,73.0,Cartesian equations of a plane,Analytic Geometry,,10851
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,7785
2,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,6901
1,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,10605
4,3,1.0,65.0,Cross product,Analytic Geometry,,2660
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,6304
5,4,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,21179
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,15082
3,1,1.0,161.0,Injective linear transformation,Linear Algebra,Linear Transformations,5852
5,3,1.0,223.0,Newton?s method,Numerical Methods,,13173
2,1,1.0,101.0,Substitution,Integration,Integration Techniques,21654
3,2,1.0,39.0,Bayes' Theorem,Probability ,,1084
1,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,5994
5,4,1.0,355.0,Simpson's rule,Numerical Methods,,18470
1,1,1.0,147.0,Linear combination,Linear Algebra,Vector Spaces,12217
2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1174
4,3,1.0,19.0,Geometric transformations,Fundamental Mathematics,,9501
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,7135
3,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,7132
3,1,1.0,127.0,Eigenvalues,Linear Algebra,Eigenvalues and Eigenvectors,11520
2,2,1.0,222.0,Bisection method,Numerical Methods,,15689
5,4,1.0,148.0,Span,Linear Algebra,Vector Spaces,5697
2,1,,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,21947
3,4,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,10299
2,3,1.0,265.0,First order,Differentiation,Partial Differentiation,3389
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,3925
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3743
2,2,1.0,23.0,Real part,Complex Numbers,,21633
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,6248
3,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",15724
5,4,1.0,115.0,Commuting matrices,Linear Algebra,Matrices and Determinants,20959
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,3790
4,3,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,21788
1,1,1.0,222.0,Bisection method,Numerical Methods,,8554
2,5,1.0,265.0,First order,Differentiation,Partial Differentiation,22903
4,3,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,7189
2,1,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,3806
