newLevel,algorithmLevel,checked,keyword_id,keyword_name,topic_name,subtopic_name,Identifiant
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,5253
2,1,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,4323
5,2,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,12024
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,6947
1,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,11115
5,3,1.0,115.0,Commuting matrices,Linear Algebra,Matrices and Determinants,1993
1,2,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,16840
3,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",1165
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,6490
2,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",10826
2,3,1.0,166.0,Linear programming,Optimization,Linear Optimization,23168
1,1,1.0,85.0,Product rule,Differentiation,Derivatives,5289
2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14198
4,2,1.0,167.0,Simplex method,Optimization,Linear Optimization,22340
4,6,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",21231
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,3899
2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",10128
1,1,1.0,85.0,Product rule,Differentiation,Derivatives,1847
3,2,1.0,11.0,Classification of geometric solids,Fundamental Mathematics,,1826
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,11514
1,3,1.0,47.0,Frequency,Statistics,,2094
2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16064
3,2,1.0,73.0,Cartesian equations of a plane,Analytic Geometry,,9914
3,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,7214
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",10191
1,1,1.0,75.0,Simple graph,Graph Theory,,20331
1,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,6234
2,1,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,13946
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,5863
3,2,1.0,269.0,Polynomial interpolation,Numerical Methods,,15489
1,2,1.0,64.0,Scalar product,Analytic Geometry,,19474
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,4485
3,1,1.0,157.0,Linear transformation,Linear Algebra,Linear Transformations,7296
3,2,1.0,45.0,Sample,Statistics,,11314
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",15809
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,7965
2,2,1.0,25.0,Modulus of a complex number,Complex Numbers,,21627
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,7418
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,5965
2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14117
3,2,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",21252
5,4,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,22654
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,3053
2,4,1.0,137.0,Square linear system,Linear Algebra,,1251
4,1,1.0,121.0,Inverse of a matrix ,Linear Algebra,Matrices and Determinants,9846
5,5,1.0,55.0,Quantile,Statistics,,13543
2,1,1.0,222.0,Bisection method,Numerical Methods,,13498
1,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14202
5,1,1.0,111.0,Iterate integrals,Integration,,9013
3,5,1.0,265.0,First order,Differentiation,,8215
5,4,1.0,15.0,Polygons,Fundamental Mathematics,,15872
2,3,,138.0,Solution of a linear system,Linear Algebra,Linear Systems,22260
3,4,1.0,25.0,Modulus of a complex number,Complex Numbers,,21461
1,3,1.0,47.0,Frequency,Statistics,,7948
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3571
4,2,1.0,355.0,Simpson's rule,Numerical Methods,,17946
2,3,1.0,265.0,First order,Differentiation,,17508
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,6577
4,4,1.0,49.0,Mean,Statistics,,20199
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3089
3,3,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,12345
2,2,1.0,41.0,Continuity,Discrete Mathematics,"Limits, Continuity, Domain and Image",default_2824
5,5,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16723
1,4,1.0,317.0,Rearranging equations,Fundamental Mathematics,,9513
5,4,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5694
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,6706
2,4,1.0,3.0,Linear equations,Fundamental Mathematics,,9370
1,3,,176.0,Optimal solution,Optimization,Nonlinear Optimization,21805
4,4,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,6446
5,1,1.0,72.0,Cartesian equations of a line,Analytic Geometry,,18329
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,6712
1,1,1.0,222.0,Bisection method,Numerical Methods,,8403
1,1,1.0,147.0,Linear combination,Linear Algebra,Vector Spaces,7529
1,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,22539
2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,,14487
2,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,,9348
4,1,1.0,69.0,Orthogonal projection,Analytic Geometry,,8727
4,4,1.0,115.0,Commuting matrices,Linear Algebra,Matrices and Determinants,9409
1,1,1.0,88.0,Sum rule,Differentiation,Derivatives,23185
3,1,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,14052
4,2,1.0,167.0,Simplex method,Optimization,Linear Optimization,12879
3,2,1.0,45.0,Sample,Statistics,,2300
2,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14116
3,2,1.0,27.0,Polar representation,Complex Numbers,,914
4,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,4825
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,6221
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,5208
5,1,1.0,68.0,Collinearity,Analytic Geometry,,11558
3,3,1.0,127.0,Eigenvalues,Linear Algebra,Eigenvalues and Eigenvectors,20718
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5170
2,5,1.0,265.0,First order,Differentiation,Partial Differentiation,22800
2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",21057
1,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,11076
3,3,,156.0,Linearity,Linear Algebra,Linear Transformations,22243
1,2,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,17119
3,5,1.0,265.0,First order,Differentiation,Partial Differentiation,3424
1,2,1.0,119.0,Matrix condensation,Linear Algebra,Matrices and Determinants,19059
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,6587
2,1,1.0,146.0,Vector subspace,Linear Algebra,,18365
1,2,1.0,64.0,Scalar product,Analytic Geometry,,10848
5,3,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,11885
5,3,1.0,115.0,Commuting matrices,Linear Algebra,Matrices and Determinants,22672
1,2,1.0,64.0,Scalar product,Analytic Geometry,,20148
5,4,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5671
4,1,,72.0,Cartesian equations of a line,Analytic Geometry,,21719
2,5,1.0,23.0,Real part,Complex Numbers,,319
3,2,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,19004
4,1,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9639
2,5,1.0,137.0,Square linear system,Linear Algebra,,17495
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5214
4,1,1.0,182.0,Limits,Real Functions of a Single Variable,Limits and Continuity,8477
2,4,1.0,111.0,Iterate integrals,Integration,,537
5,4,1.0,353.0,Three points rule,Numerical Methods,,18096
4,2,1.0,166.0,Linear programming,Optimization,Linear Optimization,22853
3,1,1.0,132.0,Characteristic polynomial,Linear Algebra,,11940
5,1,1.0,64.0,Scalar product,Analytic Geometry,,7934
2,5,1.0,33.0,Operations with complex numbers,Complex Numbers,,11291
3,2,1.0,269.0,Polynomial interpolation,Numerical Methods,,15643
2,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3690
5,4,1.0,36.0,Event,Probability ,,1021
1,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3261
3,3,1.0,300.0,Geometric sequence,Discrete Mathematics,Recursivity,21718
3,2,1.0,27.0,Polar representation,Complex Numbers,,21628
5,4,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,11703
2,2,1.0,268.0,Lagrange's interpolation,Numerical Methods,,18031
2,4,1.0,3.0,Linear equations,Fundamental Mathematics,,11220
4,1,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16796
4,3,1.0,148.0,Span,Linear Algebra,Vector Spaces,13838
2,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,21692
2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16090
3,1,1.0,104.0,Trigonometric substitution,Integration,Integration Techniques,10812
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,6035
2,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9617
4,2,1.0,182.0,Limits,Real Functions of a Single Variable,Limits and Continuity,8456
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14132
3,4,1.0,176.0,Optimal solution,Optimization,Nonlinear Optimization,21841
4,2,1.0,182.0,Limits,Real Functions of a Single Variable,,9025
2,1,,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,22476
1,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,2200
3,3,1.0,11.0,Classification of geometric solids,Fundamental Mathematics,,16477
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,4993
3,4,1.0,24.0,Imaginary part,Complex Numbers,,21459
1,3,1.0,45.0,Sample,Statistics,,3033
4,1,1.0,137.0,Square linear system,Linear Algebra,,11942
5,2,1.0,101.0,Substitution,Integration,Integration Techniques,23235
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,4320
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,7512
1,2,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,21172
1,2,1.0,108.0,Cartesian coordinates,Integration,Double Integration,19680
1,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,22466
3,2,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5975
1,1,1.0,182.0,Limits,Real Functions of a Single Variable,Limits and Continuity,21948
2,2,1.0,268.0,Lagrange's interpolation,Numerical Methods,,18658
1,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16191
2,5,1.0,38.0,Independence,Probability ,,8879
2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14441
2,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16033
4,4,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,14868
5,5,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,22916
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,7572
3,1,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,11980
4,3,1.0,72.0,Cartesian equations of a line,Analytic Geometry,,1539
2,1,1.0,191.0,Domain,Real Functions of a Single Variable,"Domain, Image and Graphics",20431
5,1,1.0,97.0,Gradient,Differentiation,Partial Differentiation,23001
3,2,1.0,269.0,Polynomial interpolation,Numerical Methods,,13058
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,5122
3,2,1.0,23.0,Real part,Complex Numbers,,16095
5,2,1.0,232.0,Continuity,Real Functions of Several Variables,"Limits, Continuity, Domain and Image",20604
3,1,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,23238
3,2,1.0,339.0,Periodicity of a function,Real Functions of a Single Variable,"Domain, Image and Graphics",8451
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,7460
4,1,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",20251
3,3,1.0,139.0,Consistent system,Linear Algebra,Linear Systems,10277
3,1,1.0,127.0,Eigenvalues,Linear Algebra,Eigenvalues and Eigenvectors,8654
1,4,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,1401
1,1,1.0,269.0,Polynomial interpolation,Numerical Methods,,18209
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,3459
3,4,1.0,356.0,Trapezoidal rule,Numerical Methods,,13234
1,2,1.0,116.0,Matrix operations,Linear Algebra,Matrices and Determinants,9968
3,2,1.0,269.0,Polynomial interpolation,Numerical Methods,,18538
2,3,1.0,177.0,Minimum,Optimization,,17019
1,1,1.0,222.0,Bisection method,Numerical Methods,,19399
2,3,1.0,35.0,Sample space,Probability ,,20454
2,1,1.0,191.0,Domain,Real Functions of a Single Variable,"Domain, Image and Graphics",19251
1,4,1.0,317.0,Rearranging equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",10780
1,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3647
4,2,1.0,355.0,Simpson's rule,Numerical Methods,,18230
4,3,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,5793
4,6,1.0,4.0,Quadratic equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",21989
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,3880
2,3,1.0,166.0,Linear programming,Optimization,Linear Optimization,8039
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,4290
2,2,1.0,65.0,Cross product,Analytic Geometry,,7615
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",14124
1,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,,1752
1,1,1.0,151.0,Basis,Linear Algebra,Vector Spaces,3832
2,4,1.0,299.0,Arithmetic sequence,Discrete Mathematics,Recursivity,20223
1,1,1.0,249.0,Fundamental theorem of Calculus,Integration,Definite Integrals,21669
2,1,1.0,101.0,Substitution,Integration,Integration Techniques,11011
5,4,1.0,157.0,Linear transformation,Linear Algebra,Linear Transformations,6557
3,3,1.0,87.0,Logarithmic rule,Differentiation,Derivatives,11794
1,1,1.0,222.0,Bisection method,Numerical Methods,,18595
1,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,5388
3,1,1.0,176.0,Optimal solution,Optimization,Nonlinear Optimization,22711
4,3,1.0,103.0,Direct inspection,Integration,Integration Techniques,1735
1,2,1.0,177.0,Minimum,Optimization,Nonlinear Optimization,17247
3,2,1.0,97.0,Gradient,Differentiation,Partial Differentiation,22752
5,4,1.0,359.0,Least squares method,Numerical Methods,,15605
2,5,1.0,265.0,First order,Differentiation,Partial Differentiation,11059
1,2,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,6281
1,1,1.0,231.0,Domain,Real Functions of Several Variables,,10719
4,2,1.0,49.0,Mean,Statistics,,2265
4,4,1.0,115.0,Commuting matrices,Linear Algebra,Matrices and Determinants,13927
1,1,1.0,85.0,Product rule,Differentiation,Derivatives,10793
5,4,1.0,157.0,Linear transformation,Linear Algebra,Linear Transformations,7249
1,2,1.0,119.0,Matrix condensation,Linear Algebra,Matrices and Determinants,9748
1,4,1.0,3.0,Linear equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",17780
1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces,4261
3,2,1.0,158.0,Matrix of a linear transformation,Linear Algebra,Linear Transformations,7863
4,3,1.0,352.0,Gauss-Seidel method,Numerical Methods,,18140
3,2,1.0,73.0,Cartesian equations of a plane,Analytic Geometry,,12801
3,2,1.0,269.0,Polynomial interpolation,Numerical Methods,,17905
1,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,1714
3,4,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,2644
5,4,1.0,127.0,Eigenvalues,Linear Algebra,Eigenvalues and Eigenvectors,12015
5,5,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",13993
5,4,1.0,115.0,Commuting matrices,Linear Algebra,Matrices and Determinants,14076
4,3,1.0,127.0,Eigenvalues,Linear Algebra,Eigenvalues and Eigenvectors,11032
1,1,1.0,88.0,Sum rule,Differentiation,Derivatives,18794
5,4,1.0,222.0,Bisection method,Numerical Methods,,15366
5,4,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,7705
4,1,1.0,69.0,Orthogonal projection,Analytic Geometry,,11043
3,1,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,4217
3,2,1.0,151.0,Basis,Linear Algebra,Vector Spaces,7962
1,4,1.0,299.0,Arithmetic sequence,Discrete Mathematics,Recursivity,19993
4,3,1.0,148.0,Span,Linear Algebra,Vector Spaces,6818
4,2,1.0,355.0,Simpson's rule,Numerical Methods,,15577
2,1,1.0,8.0,Square roots,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",16094
1,2,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,5656
1,1,1.0,103.0,Direct inspection,Integration,Integration Techniques,18829
