newLevel,algorithmLevel,checked,keyword_id,keyword_name,topic_name,subtopic_name,Identifiant
3,4,1.0,26.0,Conjugate number,Complex Numbers,,20599
1,1,1.0,182.0,Limits,Real Functions of a Single Variable,Limits and Continuity,18799
1,1,1.0,85.0,Product rule,Differentiation,Derivatives,21432
3,1,1.0,157.0,Linear transformation,Linear Algebra,Linear Transformations,5373
2,5,1.0,137.0,Square linear system,Linear Algebra,Linear Systems,10529
3,1,1.0,2.0,Exponential function,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",17711
3,4,1.0,103.0,Direct inspection,Integration,,9007
2,1,1.0,191.0,Domain,Real Functions of a Single Variable,"Domain, Image and Graphics",8429
5,3,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,22496
2,1,1.0,103.0,Direct inspection,Integration,,11581
4,1,1.0,121.0,Inverse of a matrix ,Linear Algebra,Matrices and Determinants,1659
2,1,1.0,156.0,Linearity,Linear Algebra,Linear Transformations,4342
3,4,1.0,26.0,Conjugate number,Complex Numbers,,10077
1,2,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,14256
2,4,1.0,139.0,Consistent system,Linear Algebra,Linear Systems,11476
2,2,1.0,176.0,Optimal solution,Optimization,Nonlinear Optimization,21756
1,1,1.0,16.0,Triangles,Fundamental Mathematics,,11217
5,3,1.0,182.0,Limits,Real Functions of a Single Variable,Limits and Continuity,16425
2,1,1.0,85.0,Product rule,Differentiation,Derivatives,18795
1,1,1.0,103.0,Direct inspection,Integration,Integration Techniques,14710
1,4,1.0,4.0,Quadratic equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",10136
4,3,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,12082
3,2,1.0,4.0,Quadratic equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",21046
3,3,1.0,87.0,Logarithmic rule,Differentiation,,29
2,3,1.0,1.0,Trigonometric functions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",21167
5,4,1.0,224.0,Nonlinear equation,Numerical Methods,,18479
2,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",698
3,4,1.0,85.0,Product rule,Differentiation,Derivatives,10747
2,1,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,3777
1,2,1.0,64.0,Scalar product,Analytic Geometry,,19479
1,1,1.0,23.0,Real part,Complex Numbers,,19860
4,2,1.0,226.0,Two variables,Differentiation,Implicit Differentiation and Chain Rule,21353
4,3,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants,14255
2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities",9608
5,4,1.0,159.0,Kernel,Linear Algebra,Linear Transformations,6433
4,3,1.0,146.0,Vector subspace,Linear Algebra,Vector Spaces,7675
